sa_finance1_cocode	sa_company_name	sa_finance1_year	sa_ann_rep_months	sa_fs_format	sa_pct_shares_hld_govt	sa_bd_tot_risk_wt_ast_and_contingencies	sa_bsl_cap_adeq_ratio	sa_bsl_t1_cap_adeq_ratio	sa_bsl_tot_elg_cap	sa_bsl_tier1_elg_cap	sa_bd_bsl3_cet1_cap_ratio	sa_bd_bsl3_cap_adeq_ratio	sa_bd_bsl3_t1_cap_adeq_ratio	sa_bd_bsl3_t2_cap_adeq_ratio	sa_bd_bsl3_cap_adeq_amt	sa_bd_cap_adeq_ratio_series	sa_bd_int_inc_pct_working_funds	sa_bd_non_int_inc_pct_working_funds	sa_bd_op_profit_pct_working_funds	sa_gnpa_advance	sa_bd_nnpa_pct_net_adv	sa_bd_return_on_ast	sa_bd_profit_per_employee	sa_bd_gross_npa_opening_bal	sa_bd_gross_npa_closing_bal	sa_bd_net_npa_opening_bal	sa_bd_net_npa_closing_bal	sa_bd_prov_for_npa	sa_total_gross_restruc_acs	sa_bd_non_corp_debt_restruct	sa_bd_corp_debt_restruct	sa_bd_total_no_borrower_restuct_acs	sa_bd_total_no_borrower_non_corp_debt_restruct	sa_bd_total_no_borrower_corp_debt_restruct	sa_bd_gross_npa_bank	sa_bd_gross_npa_rbi	sa_bd_divergence_gross_npa	sa_bd_net_npa_bank	sa_bd_net_npa_rbi	sa_bd_divergence_net_npa	sa_bd_credit_deposit_ratio	sa_net_int_margin	sa_bd_int_spread	sa_bd_avg_ret_on_adv	sa_bd_avg_cost_of_deposits
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20120331	12	IGAAP	NA	51927.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.78	10.19	0.79	2.03	NA	NA	1.05	0.5	1120.2	1493.6	NA	NA	1003.8	NA	1002.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.07	NA	NA	NA	7.9
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20130331	12	IGAAP	NA	63284.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.36	10.37	0.78	1.81	3.2	NA	1	0.5	1493.6	1933	NA	NA	872.7	565.1	394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.01	NA	NA	NA	8.43
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20140331	12	IGAAP	NA	70580.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.46	10.06	0.72	1.57	3.6	2.14	0.94	0.5	1933	2477.8	NA	1446.5	838.7	1015.6	1015.6	NA	5	5	NA	NA	NA	NA	NA	NA	NA	64.34	NA	NA	NA	8.19
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20150331	12	IGAAP	NA	81736.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.66	10.2	0.93	1.49	3.34	NA	0.93	0.5	2477.8	2655.4	NA	1389.3	1132.4	2564.1	2399.5	164.6	13	12	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.15
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20160331	12	IGAAP	NA	93687.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.46	9.34	0.87	1.19	3.82	NA	0.8	0.5	2655.5	3382.5	NA	2088.7	1120.6	769.2	769.2	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.92
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20170331	12	IGAAP	NA	99529.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.69	9.09	1.26	1.74	3.83	NA	0.82	0.5	3382.5	3555.9	NA	2182	1229.1	1010.3	1010.3	NA	11	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20180331	12	IGAAP	NA	103250.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.99	8.5	0.99	1.44	3.59	1.9	0.82	0.5	3555.9	3703.8	3703.8	1875.2	1698.4	523	523	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.49
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20190331	12	IGAAP	NA	118592.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9	8.41	0.79	1.38	3.5	1.85	0.82	0.5	3703.8	4027.7	4027.7	2151.7	1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.26
229938	SOCIETE GENERALE	20090331	12	IGAAP	NA	10851.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.5	7.99	3.6	3.97	NA	NA	2.07	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20100331	12	IGAAP	NA	12438.3	22.77	21.96	3647.2	3516.3	NA	NA	NA	NA	NA	22.77	8.06	0.63	0.78	NA	NA	0.31	0.4	NA	12.1	NA	NA	12.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20110331	12	IGAAP	NA	20064.5	16.23	15.62	3724	3582.5	NA	NA	NA	NA	NA	16.23	6.93	1.41	1.93	NA	NA	0.8	2.5	12.1	11.8	NA	NA	11.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20120331	12	IGAAP	NA	20237.9	36.61	35.82	8210.5	8032.5	NA	NA	NA	NA	NA	36.61	8.1	0.32	1.93	NA	NA	1.17	3.5	11.8	11.8	NA	NA	11.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20130331	12	IGAAP	NA	25973.8	29.35	28.5	8070.2	7836.6	NA	NA	NA	NA	NA	29.35	8.08	0.34	1.97	NA	NA	1.22	3.6	11.8	7.4	NA	NA	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20140331	12	IGAAP	NA	40063.8	0	0	0	0	19.84	30.26	19.84	10.42	12122.5	30.26	7.97	1.59	1.87	NA	NA	0.88	2.79	7.4	4.3	NA	NA	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20150331	12	IGAAP	NA	47172.1	NA	NA	NA	NA	17.77	25.13	17.77	7.36	11854.8	25.13	7.05	1.09	1.54	NA	NA	0.73	3.406	4.3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20160331	12	IGAAP	NA	48310.1	NA	NA	NA	NA	18.87	26.8	18.87	7.93	12947.6	26.8	6.2	1.17	1.71	NA	NA	0.88	5.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20170331	12	IGAAP	NA	48069.8	NA	NA	NA	NA	21.01	28.63	21.01	7.62	13762.4	28.63	6.04	1.05	1	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20180331	12	IGAAP	NA	77614.5	NA	NA	NA	NA	12.83	18.49	12.83	5.66	14353.1	18.49	5.41	1.83	2.07	NA	1.93	0.37	1.721	NA	700	NA	525	175	NA	NA	NA	NA	NA	NA	700	1035.9	335.9	525	860.9	335.9	NA	NA	NA	NA	NA
229938	SOCIETE GENERALE	20190331	12	IGAAP	NA	102806.9	NA	NA	NA	NA	15.86	16.59	15.86	0.73	17057.2	16.59	5.07	1.76	1.67	NA	3.04	0.09	0.551	700	1489.2	525	454.5	1034.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20090331	12	IGAAP	NA	NA	14.76	13.22	14057.1	12590.1	NA	NA	NA	NA	NA	14.76	9.42	0.92	2	NA	1.13	1.09	0.4	1884.8	2605.6	339.7	1343.1	1131.3	2422.2	2349.5	72.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20100331	12	IGAAP	NA	NA	15.39	12.42	17494.4	14122	NA	NA	NA	NA	NA	15.39	8.82	0.95	1.87	NA	0.39	1.07	0.5	2605.6	2110	1343.1	615.7	1354.3	1413.6	1413.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20110331	12	IGAAP	NA	NA	14.01	11.27	20514.7	16502.3	NA	NA	NA	NA	NA	14.01	8.76	0.7	1.88	NA	0.29	1.05	0.5	2110	2303.4	615.7	600.2	1584.1	284.8	284.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20120331	12	IGAAP	NA	NA	14	11.54	23778	19600.9	NA	NA	NA	NA	NA	14	9.99	0.69	1.82	NA	0.28	1.12	0.7	2303.4	2671.6	600.2	765.1	1768.1	5403.5	4542.5	861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20130331	12	IGAAP	NA	230322.8	13.91	12.05	32026.5	27741.3	NA	NA	NA	NA	NA	13.91	10.36	0.78	1.98	NA	0.78	1.17	0.8	2671.6	4338.7	765.1	2495.3	1642.2	14708.9	11829.6	1248.3	89	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20140331	12	IGAAP	NA	287582.2	12.53	10.89	NA	NA	10.79	12.42	10.79	1.63	35716.4	12.42	9.9	0.73	1.75	1.19	0.78	1	0.7	4338.7	4326.2	2495.3	2816.7	1319	15047.2	9885.9	5144.4	52	35	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20150331	12	IGAAP	NA	315617.1	12.01	20.89	NA	NA	10.43	12.01	10.43	1.58	37893.9	12.01	9.55	0.9	1.59	1.71	0.96	0.56	0.4	4326.2	6434.5	2816.7	3570.5	2597.6	20678.4	13341.7	7336.5	43	34	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20160331	12	IGAAP	NA	371993.4	11.82	9.83	NA	NA	9.83	11.82	9.83	1.99	43986.6	11.82	9.18	0.86	1.45	3.77	2.89	0.55	0.4	6434.5	15623.6	3570.5	11852.6	3646.1	13919.1	7835.9	6083.2	30	22	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20170331	12	IGAAP	NA	429177.1	12.37	10.88	NA	NA	10.88	12.37	10.88	1.49	53067.9	12.37	8.5	1.04	1.77	2.45	1.45	0.57	0.5	15623.6	11490.1	11852.6	6745.6	4510	5709.7	3027.2	2682.5	17	13	4	15623.6	21274.3	5650.7	11852.6	15643.9	3791.3	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20180331	12	IGAAP	NA	480815.3	12.7	10.41	NA	NA	10.41	12.7	10.41	2.28	61040.5	12.7	7.97	1.08	1.91	3.59	2.6	0.43	0.4	11490.1	19803	6745.6	14158	5410.6	2966.3	2516.5	449.8	13	10	3	11490.1	11574	83.9	6745.6	6594.3	-151.3	NA	NA	NA	NA	NA
231715	SOUTH INDIAN BANK LTD.	20190331	12	IGAAP	NA	514020.7	12.61	9.97	NA	NA	9.97	12.61	9.97	2.64	64810.2	12.61	7.94	0.84	1.43	4.92	3.45	0.29	0.3	19803	31316.6	14158	21636.2	9378.4	1392.2	2573	410.2	43755	1341	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20090331	12	IGAAP	NA	859146.1	11.56	7.99	112786.3	77998.1	NA	NA	NA	NA	NA	11.56	8.5	4.66	5.66	NA	1.37	2.87	2.4	6132.2	9280	3453.8	5140.9	4139.1	NA	5963.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20100331	12	IGAAP	NA	758771.1	12.41	8.94	111516.6	80367.7	NA	NA	NA	NA	NA	12.41	8.08	4.04	6.14	NA	1.4	3.03	2.6	9280	10956	5140.9	5804.9	5151.2	NA	4509	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20110331	12	IGAAP	NA	1065903.7	11.88	8.9	126639.4	94875.5	NA	NA	NA	NA	NA	11.88	7.54	2.93	4.6	NA	0.27	2.44	2.6	10956	11477.9	5804.9	1318.9	10159	NA	615.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20120331	12	IGAAP	NA	1245747.2	11.05	8.19	137709.1	102082.7	NA	NA	NA	NA	NA	11.05	6.84	2.57	3.88	NA	0.7	1.49	2.3	11477.9	32121.6	1318.9	3868.1	28253.5	NA	1904.7	1376.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20130331	12	IGAAP	NA	1364363.5	13	10.45	177400.9	142609.8	NA	NA	NA	NA	NA	13	7.46	2.31	4.04	NA	1.63	2.43	4.105	32121.6	38800.6	3868.1	10098.2	28702.5	5558.7	2546.4	3012.3	3365	3360	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20140331	12	IGAAP	NA	1450365.2	0	0	0	0	10.52	12.48	10.52	1.96	NA	12.48	7.58	2.39	4.05	NA	0.45	1.2	2.387	38800.6	57826.5	10098.2	3063.5	54763	5491	2196.6	3294.4	2596	2533	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20150331	12	IGAAP	NA	1690281.7	NA	NA	NA	NA	11.84	12.49	11.84	0.65	NA	12.49	8.03	2.62	4.68	8.9	0.34	2.42	4.179	57826.5	66563.8	3063.5	2306.4	64257.4	8161.7	2931.2	5230.5	1040	1032	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20160331	12	IGAAP	NA	1665846.6	NA	NA	NA	NA	12.36	12.98	12.36	0.62	NA	12.98	7.46	1.48	3.68	14.14	1.07	0.75	1.362	66563.8	108355.4	2306.4	7147.9	101207.5	9830.1	3626.8	6203.3	396	387	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20170331	12	IGAAP	NA	1660620.3	NA	NA	NA	NA	13.43	14.05	13.43	0.62	NA	14.05	6.7	1.85	3.42	10.49	0.18	1.7	3.022	108355.4	80326.6	7147.9	1213.6	79113	9169.7	5412.3	3757.4	41	33	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20180331	12	IGAAP	NA	1551748.7	NA	NA	NA	NA	15.22	15.82	15.22	0.6	NA	15.82	6.59	1.26	2.82	11.69	0.58	1.31	2.492	80326.6	84411	1213.6	3738.5	80672.6	6570.2	4074.1	2496.1	22	15	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235766	STANDARD CHARTERED BANK - INDIA BRANCHES	20190331	12	IGAAP	NA	1678238.2	NA	NA	NA	NA	14.67	15.46	14.67	0.79	NA	15.46	6.7	1.17	2.51	9.13	0.39	1.38	3.318	84411	66907.8	3738.5	2598.4	64309.5	6570.2	4074.1	2496.1	22	15	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236326	STATE BANK OF BIKANER & JAIPUR [MERGED]	20090331	12	IGAAP	NA	NA	14.52	8.46	37720	21970.2	NA	NA	NA	NA	NA	14.52	8.72	1.32	2.04	NA	0.85	0.92	0.4	4373.1	4903.3	2090.9	2529.4	2373.9	NA	5430.3	1376.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81	NA	10.98	6.72
236326	STATE BANK OF BIKANER & JAIPUR [MERGED]	20100331	12	IGAAP	NA	NA	13.3	8.35	40480.5	25425.7	NA	NA	NA	NA	NA	13.3	8.1	1.19	1.84	NA	0.77	0.93	0.4	4903.3	6118.5	2529.4	2701.8	3382.4	NA	15112.9	2156.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	NA	10.14	6.2
236326	STATE BANK OF BIKANER & JAIPUR [MERGED]	20110331	12	IGAAP	NA	NA	11.68	7.92	44540.7	30216.9	NA	NA	NA	NA	NA	11.68	8.37	1.12	1.99	2	0.83	0.96	0.5	6118.5	8354	2701.8	3413.3	4940.7	NA	16579.5	4687.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.38	NA	10.3	5.81
236326	STATE BANK OF BIKANER & JAIPUR [MERGED]	20120331	12	IGAAP	NA	NA	13.76	9.76	61411.4	43557	NA	NA	NA	NA	NA	13.76	9.6	0.91	2.27	3.3	1.92	0.99	0.5	8354	16514.7	3413.3	9454.1	7050.5	NA	24781.2	4469.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	NA	11.51	6.85
236326	STATE BANK OF BIKANER & JAIPUR [MERGED]	20130331	12	IGAAP	NA	NA	12.16	9.11	65814.9	49325.7	8.53	11.77	8.84	2.93	63619.2	11.77	9.83	0.95	2.25	3.62	2.27	0.96	0.6	16514.7	21194.9	9454.1	13032.8	8162.2	42259.4	31950.8	10308.6	43815	43794	21	NA	NA	NA	NA	NA	NA	NA	3.62	NA	11.64	7.13
236326	STATE BANK OF BIKANER & JAIPUR [MERGED]	20140331	12	IGAAP	NA	NA	11.71	9.19	70400.5	55277.2	8.77	11.55	9.04	2.51	69515.6	11.55	9.67	1.04	2.01	4.18	2.76	0.87	0.6	21194.9	27327.8	13032.8	17708.5	9619.3	50400.4	31504.8	18895.6	36263	59985	33	NA	NA	NA	NA	NA	NA	NA	3.62	NA	11.27	7.04
236326	STATE BANK OF BIKANER & JAIPUR [MERGED]	20150331	12	IGAAP	NA	681909.1	11.69	9.08	0	0	8.81	11.57	9.01	2.56	78877.5	11.57	9.68	1	2.26	4.14	2.54	0.84	0.6	27327.8	29451.4	17708.5	17691.7	11759.6	72533.6	44207.8	28325.8	35817	35781	36	NA	NA	NA	NA	NA	NA	NA	3.37	NA	10.98	7.01
236326	STATE BANK OF BIKANER & JAIPUR [MERGED]	20160331	12	IGAAP	NA	753367.1	NA	NA	NA	NA	8.18	10.44	8.34	2.1	78626.8	10.44	9.43	1.04	2.27	4.82	2.75	0.83	0.7	29451.4	36027.6	17691.7	20051.9	15955.6	630.7	34413.8	25337.2	28668	32295	31	NA	NA	NA	NA	NA	NA	NA	3.47	NA	10.7	6.76
236327	STATE BANK OF HYDERABAD [MERGED]	20090331	12	IGAAP	NA	NA	11.53	7.14	52487.7	32505.5	NA	NA	NA	NA	NA	11.53	8.42	1.13	1.92	NA	0.38	0.91	0.5	3119.4	4860.4	569.7	1657.9	2077.4	0	13672	1062.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.44	2.63	NA	10.86	6.97
236327	STATE BANK OF HYDERABAD [MERGED]	20100331	12	IGAAP	NA	NA	14.9	8.64	78999.2	45794.3	NA	NA	NA	NA	NA	14.9	7.93	1.05	2.15	NA	0.55	1.03	0.6	4533.8	6489.8	1657.9	2889.3	2568.6	15798	10268.7	5529.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92	NA	10.45	6.19
236327	STATE BANK OF HYDERABAD [MERGED]	20110331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.35	8.22	1.03	2.43	NA	0.87	1.22	0.8	6489.8	11504.5	2889.3	5627.2	4758.3	5480.4	3228.1	2252.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236327	STATE BANK OF HYDERABAD [MERGED]	20120331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.39	9.45	0.91	2.35	NA	1.3	1.15	0.9	11504.5	20073.6	5627.2	10019.5	8455.5	10233	22164.7	12685.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236327	STATE BANK OF HYDERABAD [MERGED]	20130331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.88	9.88	0.77	2.21	NA	1.61	0.99	0.8	20073.6	31860.4	10019.5	14486.5	15443.7	37588.8	14999.9	22588.9	418	359	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236327	STATE BANK OF HYDERABAD [MERGED]	20140331	12	IGAAP	NA	NA	NA	NA	NA	NA	8.91	12	9.32	2.68	NA	12	9.52	0.69	1.9	5.89	3.12	0.7	0.6	31860.4	58242	14486.5	29848.9	25632.9	62769.8	24545	38224.8	421	354	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236327	STATE BANK OF HYDERABAD [MERGED]	20150331	12	IGAAP	NA	NA	12	9.37	NA	NA	8.86	11.26	9.18	2.08	NA	11.26	9.3	0.89	1.96	4.59	2.24	0.89	0.829	58242	49847.7	49847.7	23485.1	24481.8	57925.7	37305	50620.7	432	354	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236327	STATE BANK OF HYDERABAD [MERGED]	20160331	12	IGAAP	NA	NA	12.5	9.51	NA	NA	8.9	11.62	9.27	2.35	NA	11.62	8.72	0.89	2.02	5.75	3.37	0.65	0.615	49847.7	65909.1	23485.1	37431.6	24652.8	70062.1	34893.6	35188.5	341	289	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236328	STATE BANK OF INDIA	20090331	12	IGAAP	59.41	NA	14.25	9.38	NA	NA	NA	NA	NA	NA	NA	14.25	7.29	1.45	2.05	NA	1.79	1.04	0.5	128373.4	157140	74243.3	96774.2	60365.8	110017.5	107016.8	3000.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.63	2.93	NA	10.15	6.3
236328	STATE BANK OF INDIA	20100331	12	IGAAP	59.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	6.8	1.43	1.75	NA	1.72	0.88	0.4	157140	195348.9	96774.2	108701.7	86647.2	189992.3	161336	28656.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.56	2.66	4.37	9.66	5.8
236328	STATE BANK OF INDIA	20110331	12	IGAAP	59.4	NA	11.98	7.77	NA	NA	NA	NA	NA	NA	NA	11.98	6.96	1.35	2.17	NA	1.63	0.71	0.4	195348.9	253262.9	108701.7	123469	129793.9	56580.5	46824.7	9755.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.29	3.32	4.58	NA	5.26
236328	STATE BANK OF INDIA	20120331	12	IGAAP	61.58	NA	13.86	9.79	NA	NA	NA	NA	NA	NA	NA	13.86	8.04	1.08	2.38	NA	1.82	0.88	0.5	253262.9	396764.6	123469	158188.5	238576.1	92716.6	307210.1	254130.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.97	3.85	NA	NA	5.95
236328	STATE BANK OF INDIA	20130331	12	IGAAP	62.31	NA	12.92	9.49	NA	NA	NA	NA	NA	NA	NA	12.92	7.76	1.04	2.01	NA	2.1	0.97	0.6	396764.6	511893.9	158188.5	219564.8	292329.1	431108.5	36337.4	395046	7001	6446	145	NA	NA	NA	NA	NA	NA	81.48	3.34	NA	NA	6.29
236328	STATE BANK OF INDIA	20140331	12	IGAAP	NA	NA	12.96	9.98	NA	NA	9.59	12.44	9.72	2.72	NA	12.44	7.57	1.03	1.78	3.95	2.57	0.65	0.5	511893.9	616053.5	219564.8	310960.7	305092.8	589376.6	311488	270371.4	6457	5532	163	NA	NA	NA	NA	NA	NA	NA	3.17	11.17	NA	6.27
236328	STATE BANK OF INDIA	20150331	12	IGAAP	58.6	NA	12.79	10.1	NA	NA	9.31	12	9.6	2.4	NA	12	7.61	1.13	1.94	4.25	2.12	0.68	0.6	616053.5	567253.4	310960.7	275905.8	291347.6	712286.7	392456.4	311150.1	4463	3812	175	NA	NA	NA	NA	NA	NA	NA	3.16	11.63	NA	6.34
236328	STATE BANK OF INDIA	20160331	12	IGAAP	60.18	NA	13.94	10.41	NA	NA	9.81	13.12	9.92	3.2	NA	13.12	7.27	125	1.92	6.5	3.81	0.46	0.5	567253.4	981728	275905.8	558070.2	423657.8	661171.9	374837.8	284508.8	3755	3512	139	NA	NA	NA	NA	NA	NA	NA	2.96	24.73	0.46	14.16
236328	STATE BANK OF INDIA	20170331	12	IGAAP	61.23	NA	13.56	10.27	NA	NA	9.82	13.11	10.35	2.76	NA	13.11	6.86	1.39	1.99	6.9	3.71	0.41	0.5	981728	1123429.9	558070.2	582773.8	540656.1	659416.4	496866.5	248250.6	2698	2598	100	NA	NA	NA	NA	NA	NA	NA	2.84	NA	0.41	NA
236328	STATE BANK OF INDIA	20180331	12	IGAAP	58.03	NA	12.74	10.02	NA	NA	9.68	12.6	10.36	2.24	NA	12.6	6.37	1.29	1.72	10.91	5.73	-0.19	-0.243	1123429.9	2234274.6	582773.8	1108547	1125727.6	588092.3	417313.4	170779	2324	2240	84	1123429.9	1355821.2	232391.3	582773.8	757958.5	175184.7	NA	NA	NA	-0.19	NA
236328	STATE BANK OF INDIA	20190331	12	IGAAP	57.13	NA	12.85	10.38	NA	NA	9.62	12.72	10.65	2.07	NA	12.72	6.55	0.99	1.49	7.53	3.01	0.02	0.033	2234274.6	1727503.6	1108547	658947.4	1068556.2	205620.8	135234.2	70386.7	1895	1838	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA
236333	STATE BANK OF INDORE [MERGED]	20090331	12	IGAAP	NA	NA	13.46	7.01	NA	NA	NA	NA	NA	NA	NA	13.46	8.6	1.11	1.98	NA	0.89	0.88	0.4	2653.9	3012.8	1565.1	1927.4	1189.5	NA	7115.3	3634.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.4	NA
236334	STATE BANK OF MAURITIUS LTD.	20090331	12	IGAAP	NA	NA	38.01	35.52	NA	NA	NA	NA	NA	NA	NA	38.01	8.66	0.6	2.11	NA	NA	0.9	2	NA	NA	NA	NA	NA	NA	NA	8.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236334	STATE BANK OF MAURITIUS LTD.	20100331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.1	7.17	0.75	0.88	NA	4.32	-0.66	-1.4	NA	188	NA	169.2	18.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236334	STATE BANK OF MAURITIUS LTD.	20110331	12	IGAAP	NA	NA	45.66	44.07	3061.1	2954.1	NA	NA	NA	NA	NA	45.66	7.25	0.69	2.17	NA	2.18	0.93	1.9	188	180.3	169.2	130	50.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
